id,client,method,path,frontend_source,consumer_import_evidence,enablement,go_router_source,java_controller_source,status,status_basis,auth_tenant,request_encoding,required_types,arrays,dates_timezone,pagination,money,null_missing_zero,enums_ids,http_business_code,side_effects,tests,acceptance
T01-096,admin,POST,/admin-api/product/category/create,src/api/mall/product/category.ts:35,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:21,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/category/ProductCategoryController.java:33,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Long> createCategory(@Valid @RequestBody ProductCategorySaveReqVO createReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-097,admin,PUT,/admin-api/product/category/update,src/api/mall/product/category.ts:40,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:22,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/category/ProductCategoryController.java:40,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateCategory(@Valid @RequestBody ProductCategorySaveReqVO updateReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-098,admin,DELETE,/admin-api/product/category/delete,src/api/mall/product/category.ts:45,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:23,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/category/ProductCategoryController.java:48,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Boolean> deleteCategory(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-099,admin,GET,/admin-api/product/category/get,src/api/mall/product/category.ts:50,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:24,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/category/ProductCategoryController.java:57,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<ProductCategoryRespVO> getCategory(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-100,admin,GET,/admin-api/product/category/list,src/api/mall/product/category.ts:55,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:25,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/category/ProductCategoryController.java:66,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<List<ProductCategoryRespVO>> getCategoryList(@Valid ProductCategoryListReqVO listReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-101,admin,GET,/admin-api/product/comment/page,src/api/mall/product/comment.ts:28,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:81,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/comment/ProductCommentController.java:31,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<ProductCommentRespVO>> getCommentPage(@Valid ProductCommentPageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-102,admin,GET,/admin-api/product/comment/get,src/api/mall/product/comment.ts:33,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/comment/ProductCommentController.java:39,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<ProductCommentRespVO> getComment(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-103,admin,POST,/admin-api/product/comment/create,src/api/mall/product/comment.ts:38,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:84,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/comment/ProductCommentController.java:64,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> createComment(@Valid @RequestBody ProductCommentCreateReqVO createReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-104,admin,PUT,/admin-api/product/comment/update-visible,src/api/mall/product/comment.ts:43,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:82,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/comment/ProductCommentController.java:48,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateCommentVisible(@Valid @RequestBody ProductCommentUpdateVisibleReqVO updateReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-105,admin,PUT,/admin-api/product/comment/reply,src/api/mall/product/comment.ts:48,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:83,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/comment/ProductCommentController.java:56,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> commentReply(@Valid @RequestBody ProductCommentReplyReqVO replyVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-106,admin,GET,/admin-api/product/favorite/page,src/api/mall/product/favorite.ts:17,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:90,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/favorite/ProductFavoriteController.java:40,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<ProductFavoriteRespVO>> getFavoritePage(@Valid ProductFavoritePageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-107,admin,GET,/admin-api/product/browse-history/page,src/api/mall/product/history.ts:9,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:96,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/history/ProductBrowseHistoryController.java:40,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<ProductBrowseHistoryRespVO>> getBrowseHistoryPage(@Valid ProductBrowseHistoryPageReqVO pageReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-108,admin,POST,/admin-api/product/property/create,src/api/mall/product/property.ts:31,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:31,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyController.java:34,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Long> createProperty(@Valid @RequestBody ProductPropertySaveReqVO createReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-109,admin,PUT,/admin-api/product/property/update,src/api/mall/product/property.ts:36,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:32,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyController.java:41,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateProperty(@Valid @RequestBody ProductPropertySaveReqVO updateReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-110,admin,DELETE,/admin-api/product/property/delete,src/api/mall/product/property.ts:41,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:33,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyController.java:49,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Boolean> deleteProperty(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-111,admin,GET,/admin-api/product/property/get,src/api/mall/product/property.ts:46,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:34,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyController.java:58,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<ProductPropertyRespVO> getProperty(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-112,admin,GET,/admin-api/product/property/page,src/api/mall/product/property.ts:51,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:35,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyController.java:67,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<ProductPropertyRespVO>> getPropertyPage(@Valid ProductPropertyPageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-113,admin,GET,/admin-api/product/property/simple-list,src/api/mall/product/property.ts:56,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:36,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyController.java:75,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<List<ProductPropertyRespVO>> getPropertySimpleList(); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-114,admin,GET,/admin-api/product/property/value/page,src/api/mall/product/property.ts:63,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:45,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyValueController.java:68,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<ProductPropertyValueRespVO>> getPropertyValuePage(@Valid ProductPropertyValuePageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-115,admin,GET,/admin-api/product/property/value/get,src/api/mall/product/property.ts:68,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/product.go:44,yudao-module-mall/yudao-module-product/src/main/java/cn/iocoder/yudao/module/product/controller/admin/property/ProductPropertyValueController.java:59,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<ProductPropertyValueRespVO> getPropertyValue(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
